locus,ratio,std,revRatio,revStd,weightRatio,pepNum,pepNumTotal,specCount,compositeRatio,desc
O88665,0.74222,3.63559,0.5842,0.43028,0.63591,14,14,30,0.86061,Bromodomain-containing protein 7 OS=Mus musculus GN=Brd7 PE=1 SV=1
Q8CI11,0.85805,0.17389,0.72695,0.26705,0.94198,20,20,43,1.06779,Guanine nucleotide-binding protein-like 3 OS=Mus musculus GN=Gnl3 PE=1 SV=2
Q9D720,0.38913,0.08422,0.82229,0.5639,0.47014,4,4,6,0.5482,Non-structural maintenance of chromosomes element 1 homolog OS=Mus musculus GN=Nsmce1 PE=2 SV=1
Q9CQT2,0.69744,-1,1.43273,-1,0.69744,1,1,1,0.69765,RNA-binding protein 7 OS=Mus musculus GN=Rbm7 PE=2 SV=1
O35047,0.32937,0.06926,1.45942,0.48978,0.36078,2,2,3,0.50632,Homologous-pairing protein 2 homolog OS=Mus musculus GN=Psmc3ip PE=1 SV=1
O08664,0.76782,0.37477,0.96369,0.35065,0.85505,6,6,6,0.91338,B-cell CLL/lymphoma 7 protein family member C OS=Mus musculus GN=Bcl7c PE=1 SV=1
"Q61411,P08556",0.10473,0.22432,1.26643,0.83619,0.34747,2,2,2,0.38392,GTPase HRas OS=Mus musculus GN=Hras PE=1 SV=2 @GTPase NRas OS=Mus musculus GN=Nras PE=2 SV=1
P26043,0.36904,-1,1.31138,-1,0.42563,17,17,43,0.53412,Radixin OS=Mus musculus GN=Rdx PE=1 SV=3
P55302,0.48266,0.24185,0.99051,0.46753,0.67281,6,6,8,0.70027,Alpha-2-macroglobulin receptor-associated protein OS=Mus musculus GN=Lrpap1 PE=1 SV=1
Q9DAT2,0.42415,0.06604,0.9006,0.14093,0.45493,4,4,6,0.6341,MRG/MORF4L-binding protein OS=Mus musculus GN=Mrgbp PE=2 SV=2
Q6P6L0,0.41566,0.33137,0.67728,0.48185,0.70696,27,27,73,0.76491,Filamin A-interacting protein 1-like OS=Mus musculus GN=Filip1l PE=1 SV=2
Q8C570,0.60643,-1,0.91677,-1,0.82481,9,9,13,0.92421,mRNA export factor OS=Mus musculus GN=Rae1 PE=1 SV=1
Q8C7Q4,0.5545,-1,0.74644,-1,0.51767,4,4,6,0.51411,RNA-binding protein 4 OS=Mus musculus GN=Rbm4 PE=1 SV=1
Q9CY57,0.64541,0.62664,0.67674,4.25486,1.24198,6,6,7,1.74208,Chromatin target of PRMT1 protein OS=Mus musculus GN=Chtop PE=1 SV=2
Q9JIX8,0.60925,-1,1.42717,-1,0.60535,45,45,81,0.65432,Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus GN=Acin1 PE=1 SV=3
Q9D0N7,0.42926,-1,1.32765,-1,0.43336,11,11,17,0.49597,Chromatin assembly factor 1 subunit B OS=Mus musculus GN=Chaf1b PE=2 SV=1
Q62523,0.92845,1.38772,0.98879,0.33045,1.0544,13,13,19,0.86147,Zyxin OS=Mus musculus GN=Zyx PE=1 SV=2
P97376,0.65258,-1,1.49336,-1,0.52722,3,3,3,0.59164,Protein FRG1 OS=Mus musculus GN=Frg1 PE=1 SV=2
P67871,0.91493,-1,1.02307,-1,0.92378,4,4,7,0.83891,Casein kinase II subunit beta OS=Mus musculus GN=Csnk2b PE=1 SV=1
Q9ESP1,0.41053,-1,1.27476,-1,0.41053,1,1,1,0.61484,Stromal cell-derived factor 2-like protein 1 OS=Mus musculus GN=Sdf2l1 PE=2 SV=2
Q8R1M2,1.67557,0.82502,0.49036,0.13798,1.95128,3,3,35,1.72996,Histone H2A.J OS=Mus musculus GN=H2afj PE=1 SV=1
P47955,0.38777,0,2.55042,0,0.38777,2,2,2,0.38721,60S acidic ribosomal protein P1 OS=Mus musculus GN=Rplp1 PE=2 SV=1
Q8BIF9,0.69543,0.24038,0.55026,0.25381,0.90842,7,7,10,1.18755,Zinc finger protein 787 OS=Mus musculus GN=Znf787 PE=2 SV=3
O35639,0.64702,0.19696,1.2388,0.23544,0.70143,5,5,5,0.73168,Annexin A3 OS=Mus musculus GN=Anxa3 PE=1 SV=4
P51949,1.31808,9.03533,0.59797,0.67887,2.17196,5,5,5,0.7382,CDK-activating kinase assembly factor MAT1 OS=Mus musculus GN=Mnat1 PE=2 SV=2
P14869,0.78883,-1,0.85638,-1,0.86215,18,18,25,0.97276,60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3
P35979,0.73298,0.06824,1.33704,0.14998,0.73415,4,4,5,0.87972,60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2
Q8R2N0,0.88017,0.16402,0.73764,0.10961,0.95533,5,5,11,1.23531,Thyroid transcription factor 1-associated protein 26 OS=Mus musculus GN=Ccdc59 PE=2 SV=2
O09167,0.81847,0.26205,0.7725,0.25661,0.9674,6,6,20,0.92299,60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=2 SV=3
Q6NXN1,1.10019,0.01636,0.75777,0.04503,1.09945,3,3,4,1.34742,SUZ domain-containing protein 1 OS=Mus musculus GN=Szrd1 PE=1 SV=1
Q9D2M8,1,0,1,0,-1,2,2,2,1.91177,Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=2 SV=4
"Q8CGP6,Q8CGP5",0.89006,-1,0.59363,-1,1.81668,8,8,62,1.39367,Histone H2A type 1-H OS=Mus musculus GN=Hist1h2ah PE=1 SV=3 @Histone H2A type 1-F OS=Mus musculus GN=Hist1h2af PE=1 SV=3
Q810V0,-1,-1,-1,-1,0.58696,17,17,36,0.67993,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Mus musculus GN=Mphosph10 PE=1 SV=2
Q8VE80,0.84487,0.02584,1.16328,0.04428,0.84494,3,3,3,0.91404,THO complex subunit 3 OS=Mus musculus GN=Thoc3 PE=2 SV=1
"Q9Z199,P63271",1.04642,-1,0.9461,-1,1.04642,1,1,1,1.06301,Transcription elongation factor SPT4-B OS=Mus musculus GN=Supt4h1b PE=2 SV=1 @Transcription elongation factor SPT4-A OS=Mus musculus GN=Supt4h1a PE=2 SV=1
Q6R891,0.46873,-1,0.99424,-1,0.72528,13,13,24,0.66565,Neurabin-2 OS=Mus musculus GN=Ppp1r9b PE=1 SV=1
Q8VDQ9,0.44951,-1,1.651,-1,0.44219,13,13,34,0.53854,Protein KRI1 homolog OS=Mus musculus GN=Kri1 PE=1 SV=3
Q8R035,0.80696,0.02072,0.8925,0.08996,0.80928,2,2,2,1.09921,"Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Mus musculus GN=Ict1 PE=1 SV=1"
Q8BFQ8,0.99318,-1,0.90627,-1,0.99318,1,1,1,0.91372,Parkinson disease 7 domain-containing protein 1 OS=Mus musculus GN=Pddc1 PE=1 SV=1
Q9CZY3,1.20583,0.39974,0.78112,0.31936,1.21346,2,2,2,1.19801,Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=1 SV=1
O70201,0.69508,0.00894,0.73086,0.55818,0.69073,2,2,2,0.7791,Baculoviral IAP repeat-containing protein 5 OS=Mus musculus GN=Birc5 PE=1 SV=1
Q9CPV2,0.76616,0,1.30331,0,0.76616,2,2,2,0.82864,Anaphase-promoting complex subunit 16 OS=Mus musculus GN=Anapc16 PE=2 SV=1
"Q9D0M5,P63168",1,-1,1,-1,-1,1,1,1,0.03695,"Dynein light chain 2, cytoplasmic OS=Mus musculus GN=Dynll2 PE=1 SV=1 @Dynein light chain 1, cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1"
Q9DBR0,0.57218,0.42043,0.63479,0.37683,0.91292,22,22,109,1.07696,A-kinase anchor protein 8 OS=Mus musculus GN=Akap8 PE=1 SV=1
Q8BH97,1.40383,2.02332,0.61924,0.73007,2.32597,2,2,2,1.57034,Reticulocalbin-3 OS=Mus musculus GN=Rcn3 PE=2 SV=1
Q3UFS4,0.17818,-1,0.42211,-1,0.28205,3,3,3,0.64703,G patch domain-containing protein 11 OS=Mus musculus GN=Gpatch11 PE=2 SV=2
Q9JII5,0.67108,-1,1.36797,-1,0.6424,23,23,48,0.64697,DAZ-associated protein 1 OS=Mus musculus GN=Dazap1 PE=2 SV=2
P42208,0.4181,0.25733,1.43591,4.30308,0.66523,12,12,14,0.86252,Septin-2 OS=Mus musculus GN=Sept2 PE=1 SV=2
P14206,0.51127,-1,0.53794,-1,0.97211,16,16,17,1.05986,40S ribosomal protein SA OS=Mus musculus GN=Rpsa PE=1 SV=4
P28033,0.77671,0.60348,0.25318,0.22111,1.3974,26,26,39,1.76409,CCAAT/enhancer-binding protein beta OS=Mus musculus GN=Cebpb PE=1 SV=1
"Q9CPY4,O35207",0.8572,-1,0.7928,-1,0.8572,1,1,1,1.05096,Cyclin-dependent kinase 2-associated protein 2 OS=Mus musculus GN=Cdk2ap2 PE=2 SV=1 @Cyclin-dependent kinase 2-associated protein 1 OS=Mus musculus GN=Cdk2ap1 PE=1 SV=2
Q61699,0.43889,0.28516,1.5009,0.42707,0.56013,12,12,25,0.57682,Heat shock protein 105 kDa OS=Mus musculus GN=Hsph1 PE=1 SV=2
O88291,0.60023,-1,1.26901,-1,0.65563,27,27,56,0.73525,DBIRD complex subunit ZNF326 OS=Mus musculus GN=Znf326 PE=2 SV=1
"Q9JKP5,Q8C181",0.6201,0.11196,1.46427,0.16929,0.64136,10,10,10,0.70307,Muscleblind-like protein 1 OS=Mus musculus GN=Mbnl1 PE=1 SV=1 @Muscleblind-like protein 2 OS=Mus musculus GN=Mbnl2 PE=2 SV=2
Q8C551,0.67487,0.28135,1.11751,0.29475,0.7371,10,10,17,0.78559,RAD51-associated protein 1 OS=Mus musculus GN=Rad51ap1 PE=1 SV=2
Q9CR47,1.3742,-1,0.3815,-1,1.88843,2,2,2,0.67502,Ribosome biogenesis protein NSA2 homolog OS=Mus musculus GN=Nsa2 PE=2 SV=1
Q99LX5,0.83635,0.14608,0.83538,0.20008,0.85554,6,6,6,1.00596,Multiple myeloma tumor-associated protein 2 homolog OS=Mus musculus GN=Mmtag2 PE=2 SV=1
P54103,0.4073,-1,1.35732,-1,0.43201,12,12,22,0.45798,DnaJ homolog subfamily C member 2 OS=Mus musculus GN=Dnajc2 PE=1 SV=2
Q9DCT8,0.88106,0,0.85555,0,0.88106,2,2,2,1.59711,Cysteine-rich protein 2 OS=Mus musculus GN=Crip2 PE=1 SV=1
Q9QXS6,0.43954,-1,1.02409,-1,0.55194,64,64,220,0.70723,Drebrin OS=Mus musculus GN=Dbn1 PE=1 SV=4
Q91VE6,0.73499,0.13945,1.20312,0.16593,0.75186,6,6,16,0.73932,MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus GN=Nifk PE=1 SV=1
O35658,0.82972,0.05844,1.18801,0.09445,0.83094,7,7,7,0.85775,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus GN=C1qbp PE=1 SV=1"
Q9QZS2,0.83059,0.14368,0.64634,0.11344,0.88376,8,8,9,1.10334,E3 ubiquitin-protein ligase RNF4 OS=Mus musculus GN=Rnf4 PE=1 SV=1
P11087,1.14275,0.28777,0.74651,0.0998,1.238,11,11,13,1.26874,Collagen alpha-1(I) chain OS=Mus musculus GN=Col1a1 PE=1 SV=4
O54724,-1,0.20775,-1,0.50917,0.53866,21,21,59,0.74473,Polymerase I and transcript release factor OS=Mus musculus GN=Ptrf PE=1 SV=1
Q62481,0.41557,0.1859,0.83675,0.51192,0.59874,14,14,50,0.70305,Vacuolar protein sorting-associated protein 72 homolog OS=Mus musculus GN=Vps72 PE=2 SV=2
Q80XU3,0.71869,0.17429,1.07343,0.21784,0.7909,12,12,12,0.74097,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus GN=Nucks1 PE=1 SV=1
Q61624,0.45636,0.12308,1.30245,0.39821,0.51921,22,22,54,0.60267,Zinc finger protein 148 OS=Mus musculus GN=Znf148 PE=1 SV=2
Q03173,0.64655,0.79435,0.68353,0.47605,0.83682,19,19,23,0.83423,Protein enabled homolog OS=Mus musculus GN=Enah PE=1 SV=2
B1ARW8,1.42973,-1,0.23567,-1,1.42973,1,1,3,2.62914,Uncharacterized protein C1orf122 homolog OS=Mus musculus PE=4 SV=1
Q8K199,0.2619,0,0.48639,0,0.2619,2,2,4,1.67643,COX assembly mitochondrial protein 2 homolog OS=Mus musculus GN=Cmc2 PE=2 SV=1
Q9CYA6,0.56424,0.13573,1.28995,0.19569,0.61828,17,17,38,0.70623,Zinc finger CCHC domain-containing protein 8 OS=Mus musculus GN=Zcchc8 PE=2 SV=3
Q8R2U0,0.53242,0.12101,1.49827,0.61655,0.54176,6,6,6,0.82612,Nucleoporin SEH1 OS=Mus musculus GN=Seh1l PE=2 SV=1
Q9CR80,0.52411,0,1.09882,0,0.52411,2,2,4,0.90517,Protein FAM32A OS=Mus musculus GN=Fam32a PE=2 SV=1
Q9D8T7,0.57396,0,0.8585,0,0.57396,2,2,4,0.84999,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Mus musculus GN=Slirp PE=1 SV=2"
Q8BHS3,0.50102,-1,1.22295,-1,0.50622,11,11,40,0.64695,Pre-mRNA-splicing factor RBM22 OS=Mus musculus GN=Rbm22 PE=1 SV=1
Q8BGY2,0.37048,0.13758,1.07515,0.66828,0.46255,4,4,7,0.57342,Eukaryotic translation initiation factor 5A-2 OS=Mus musculus GN=Eif5a2 PE=2 SV=3
P62897,0.67626,-1,1.22854,-1,0.67626,1,1,1,0.79513,"Cytochrome c, somatic OS=Mus musculus GN=Cycs PE=1 SV=2"
Q99KI0,0.5215,-1,0.66751,-1,5.23444,9,9,18,0.58237,"Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1"
Q3THK7,1.0026,3.48756,0.77344,0.65507,2.8573,12,12,16,0.7418,GMP synthase [glutamine-hydrolyzing] OS=Mus musculus GN=Gmps PE=1 SV=2
Q9CZD5,0.44243,0.46649,0.75668,0.40615,0.86354,2,2,2,0.66553,"Translation initiation factor IF-3, mitochondrial OS=Mus musculus GN=Mtif3 PE=1 SV=1"
Q9QYB1,0.57147,0.1519,1.70453,0.53519,0.5862,3,3,3,0.66675,Chloride intracellular channel protein 4 OS=Mus musculus GN=Clic4 PE=1 SV=3
Q9CRA8,0.62878,0.02905,1.27767,0.2476,0.63481,2,2,2,0.86947,Exosome complex component RRP46 OS=Mus musculus GN=Exosc5 PE=1 SV=1
Q9D0R8,0.65787,0.03551,1.18226,0.08292,0.65811,15,15,61,0.76381,Protein LSM12 homolog OS=Mus musculus GN=Lsm12 PE=1 SV=1
Q8C156,0.84393,-1,0.9236,-1,0.70238,12,12,39,0.60736,Condensin complex subunit 2 OS=Mus musculus GN=Ncaph PE=2 SV=1
Q91VL8,0.53995,-1,0.89095,-1,0.60309,8,8,24,0.63218,Telomeric repeat-binding factor 2-interacting protein 1 OS=Mus musculus GN=Terf2ip PE=1 SV=1
Q9DCJ5,0.99945,0,0.65601,0,0.99945,2,2,3,1.25018,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus GN=Ndufa8 PE=1 SV=3
P62488,0.37827,0,0.93229,0,0.37827,2,2,2,1.0779,DNA-directed RNA polymerase II subunit RPB7 OS=Mus musculus GN=Polr2g PE=2 SV=1
Q6PFD9,0.41874,-1,0.99666,-1,0.64443,45,45,110,0.67899,Nuclear pore complex protein Nup98-Nup96 OS=Mus musculus GN=Nup98 PE=1 SV=2
Q9DBR7,0.64611,-1,1.05682,-1,0.6462,23,23,43,0.69298,Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2
Q04750,0.19209,0.05922,2.72437,0.98645,0.22078,8,8,15,0.28162,DNA topoisomerase 1 OS=Mus musculus GN=Top1 PE=1 SV=2
Q8VI33,0.65556,0.30408,0.87742,0.29236,0.83432,6,6,13,0.90459,Transcription initiation factor TFIID subunit 9 OS=Mus musculus GN=Taf9 PE=1 SV=1
Q9D883,1.18046,-1,0.68781,-1,1.23255,27,27,90,1.29403,Splicing factor U2AF 35 kDa subunit OS=Mus musculus GN=U2af1 PE=1 SV=4
P62077,1.15908,1.2324,0.12025,0.02693,2.2275,2,2,4,3.18109,Mitochondrial import inner membrane translocase subunit Tim8 B OS=Mus musculus GN=Timm8b PE=3 SV=1
Q8VDW0,0.60093,-1,1.36518,-1,0.61427,19,19,48,0.72097,ATP-dependent RNA helicase DDX39A OS=Mus musculus GN=Ddx39a PE=2 SV=1
P00405,0.01989,-1,0.26408,-1,0.01989,1,1,1,0.41945,Cytochrome c oxidase subunit 2 OS=Mus musculus GN=Mtco2 PE=1 SV=1
Q921K9,0.69263,0.03985,1.18829,0.1174,0.69838,2,2,2,0.75609,B-cell CLL/lymphoma 7 protein family member B OS=Mus musculus GN=Bcl7b PE=1 SV=1
"Reverse_sp|Q64478|H2B1H_MOUSE,Reverse_sp|P10853|H2B1F_MOUSE,Reverse_sp|Q8CGP1|H2B1K_MOUSE,Reverse_sp|Q6ZWY9|H2B1C_MOUSE",0.30215,-1,0.24422,-1,0.30215,1,1,2,0.98886,Histone H2B type 1-H OS=Mus musculus GN=Hist1h2bh PE=1 SV=3 @Histone H2B type 1-F/J/L OS=Mus musculus GN=Hist1h2bf PE=1 SV=2 @Histone H2B type 1-K OS=Mus musculus GN=Hist1h2bk PE=1 SV=3 @Histone H2B type 1-C/E/G OS=Mus musculus GN=Hist1h2bc PE=1 SV=3
O70333,0.54185,0,1.19303,0,0.54185,2,2,7,0.72934,Cysteine-rich PDZ-binding protein OS=Mus musculus GN=Cript PE=1 SV=1
P19783,0.18856,1.5413,1.46894,6.42019,0.20131,4,4,5,0.28977,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus GN=Cox4i1 PE=1 SV=2"
Q9D9Z5,0.58282,0,0.9479,0,0.58282,2,2,3,0.97346,DET1- and DDB1-associated protein 1 OS=Mus musculus GN=Dda1 PE=2 SV=1
Q91VW3,0.44518,0.08906,1.1674,0.11096,0.46289,6,6,17,0.63355,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus GN=Sh3bgrl3 PE=1 SV=1
Q9CPQ1,0.24227,-1,0.02426,-1,0.24227,1,1,1,6.70198,Cytochrome c oxidase subunit 6C OS=Mus musculus GN=Cox6c PE=1 SV=3
Q5U5Q9,0.34874,0.13934,2.13412,12.19602,0.45314,13,13,25,0.67964,BRCA1-A complex subunit RAP80 OS=Mus musculus GN=Uimc1 PE=1 SV=2
Q8VCG3,0.6631,0.17182,1.19586,0.14534,0.72919,9,9,9,0.76673,WD repeat-containing protein 74 OS=Mus musculus GN=Wdr74 PE=2 SV=1
Q8BH95,0.53341,-1,1.05306,-1,0.56361,9,9,24,0.74968,"Enoyl-CoA hydratase, mitochondrial OS=Mus musculus GN=Echs1 PE=1 SV=1"
Q8BIX3,0.38932,0.20264,0.7752,0.31974,0.56218,5,5,9,0.7066,ARL14 effector protein OS=Mus musculus GN=Arl14ep PE=1 SV=1
P63139,0.20915,-1,2.55024,-1,0.20915,1,1,1,0.34388,Nuclear transcription factor Y subunit beta OS=Mus musculus GN=Nfyb PE=1 SV=1
P14131,0.50969,-1,1.65496,-1,0.50969,1,1,1,0.53187,40S ribosomal protein S16 OS=Mus musculus GN=Rps16 PE=2 SV=4
P56391,0.97072,0,1.01405,0,0.97072,2,2,2,0.99294,Cytochrome c oxidase subunit 6B1 OS=Mus musculus GN=Cox6b1 PE=1 SV=2
Q8JZQ9,0.47337,0.42516,1.13885,0.88061,0.42674,5,5,6,0.47385,Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus GN=Eif3b PE=1 SV=1
Q8BH43,0.85753,-1,1.07472,-1,0.83495,6,6,12,0.9435,Wiskott-Aldrich syndrome protein family member 2 OS=Mus musculus GN=Wasf2 PE=1 SV=1
Q810U5,0.35068,-1,0.46024,-1,0.64302,20,20,36,0.89977,Coiled-coil domain-containing protein 50 OS=Mus musculus GN=Ccdc50 PE=1 SV=1
Q9CQF0,0.29171,0.29958,1.28833,0.47075,0.48893,2,2,2,0.88648,"39S ribosomal protein L11, mitochondrial OS=Mus musculus GN=Mrpl11 PE=2 SV=1"
Q91Z49,0.3602,0.19499,1.04966,0.36158,0.56405,8,8,9,0.69239,UAP56-interacting factor OS=Mus musculus GN=Fyttd1 PE=1 SV=1
P28352,0.32759,0.15023,2.12531,0.86193,0.35589,4,4,6,0.59524,DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus GN=Apex1 PE=1 SV=2
Q9D1C9,0.30419,0.62007,0.34243,0.27214,1.28918,7,7,13,1.19404,Ribosomal RNA-processing protein 7 homolog A OS=Mus musculus GN=Rrp7a PE=2 SV=1
Q6PFR5,0.44435,0.15829,0.73772,0.32083,0.59232,27,27,81,0.78577,Transformer-2 protein homolog alpha OS=Mus musculus GN=Tra2a PE=1 SV=1
Q9D7Z3,0.65599,0.11885,0.79645,0.09291,0.70123,9,9,15,0.9959,Nucleolar protein 7 OS=Mus musculus GN=Nol7 PE=1 SV=1
Q9CXE2,0.69263,0.03985,1.18829,0.1174,0.69838,2,2,2,0.75609,B-cell CLL/lymphoma 7 protein family member A OS=Mus musculus GN=Bcl7a PE=2 SV=1
P62717,0.69345,-1,1.14933,-1,0.48088,2,2,2,1.04954,60S ribosomal protein L18a OS=Mus musculus GN=Rpl18a PE=1 SV=1
Q9JJV2,0.61515,0.12669,1.42739,0.22225,0.62693,2,2,2,0.6079,Profilin-2 OS=Mus musculus GN=Pfn2 PE=1 SV=3
Q6ZWV7,1.22137,0,0.71624,0,1.22137,2,2,5,1.224,60S ribosomal protein L35 OS=Mus musculus GN=Rpl35 PE=2 SV=1
Q7TNV0,0.44478,0.13735,1.67296,0.42257,0.4756,12,12,12,0.55628,Protein DEK OS=Mus musculus GN=Dek PE=1 SV=1
Q9D3D9,0.67592,0.02157,1.46403,0.04009,0.67628,3,3,3,0.68554,"ATP synthase subunit delta, mitochondrial OS=Mus musculus GN=Atp5d PE=1 SV=1"
P34884,0.74532,0,1.33249,0,0.74532,2,2,2,0.81508,Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2
P08113,0.41324,0.09296,1.81424,0.29832,0.4539,17,17,31,0.51443,Endoplasmin OS=Mus musculus GN=Hsp90b1 PE=1 SV=2
Q8BX02,0.57108,0.13151,1.04893,0.54541,0.56363,4,4,10,0.71334,KN motif and ankyrin repeat domain-containing protein 2 OS=Mus musculus GN=Kank2 PE=1 SV=1
O55131,0.37342,0.16334,1.57532,0.53504,0.48888,20,20,28,0.56844,Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1
Q9D8Y8,1.04766,0.00555,0.90329,0.00945,1.04777,3,3,4,1.06544,Inhibitor of growth protein 5 OS=Mus musculus GN=Ing5 PE=1 SV=1
Q9DCH6,0.50685,0.04882,1.13897,0.09275,0.50953,3,3,3,0.70932,AN1-type zinc finger protein 6 OS=Mus musculus GN=Zfand6 PE=1 SV=1
Q99N85,0.32384,-1,0.88451,-1,0.32384,1,1,1,0.88699,"28S ribosomal protein S18a, mitochondrial OS=Mus musculus GN=Mrps18a PE=2 SV=1"
Q921W0,0.35847,0.37923,1.01466,0.40595,0.57938,14,14,36,0.56977,Charged multivesicular body protein 1a OS=Mus musculus GN=Chmp1a PE=1 SV=1
Q9D030,0.07997,-1,1.77411,-1,0.07997,1,1,1,0.53427,Twist-related protein 2 OS=Mus musculus GN=Twist2 PE=1 SV=1
"Q01768,P15532",0.50195,0.00396,1.79445,0.02067,0.50194,3,3,8,0.50632,Nucleoside diphosphate kinase B OS=Mus musculus GN=Nme2 PE=1 SV=1 @Nucleoside diphosphate kinase A OS=Mus musculus GN=Nme1 PE=1 SV=1
Q9DCG9,0.30507,-1,0.34763,-1,0.09307,2,2,2,2.23292,tRNA methyltransferase 112 homolog OS=Mus musculus GN=Trmt112 PE=2 SV=1
P62852,1.66734,1.90652,0.2177,0.22085,1.35018,5,5,33,1.47171,40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1
P17156,0.17201,0.27537,0.42994,0.77128,0.52383,8,8,25,0.61926,Heat shock-related 70 kDa protein 2 OS=Mus musculus GN=Hspa2 PE=1 SV=2
O70230,0.41082,0.18675,1.07378,0.2383,0.54394,12,12,45,0.6102,Zinc finger protein 143 OS=Mus musculus GN=Znf143 PE=1 SV=2
Q9Z2Q6,0.77425,0.01187,1.26117,0.00285,0.77443,2,2,2,0.88665,Septin-5 OS=Mus musculus GN=Sept5 PE=1 SV=2
Q9CQU5,0.79681,-1,0.97905,-1,0.79681,1,1,1,1.19509,ZW10 interactor OS=Mus musculus GN=Zwint PE=2 SV=1
Q6PGH2,0.66939,-1,1.47308,-1,0.66939,1,1,2,0.70007,Hematological and neurological expressed 1-like protein OS=Mus musculus GN=Hn1l PE=1 SV=1
Q8R050,0.52668,0.15975,1.12273,0.27806,0.62256,18,18,32,0.69698,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1 PE=1 SV=2
O35129,0.32423,0.17682,0.96126,0.75732,0.48551,5,5,6,0.59885,Prohibitin-2 OS=Mus musculus GN=Phb2 PE=1 SV=1
Q9D6T0,0.5571,0.25212,1.01985,0.48365,0.71514,5,5,15,0.86258,Nitric oxide synthase-interacting protein OS=Mus musculus GN=Nosip PE=2 SV=1
Q91WK7,0.90071,-1,0.46095,-1,0.90071,1,1,1,0.77366,Ankyrin repeat domain-containing protein 54 OS=Mus musculus GN=Ankrd54 PE=1 SV=1
Q9DCT2,1.31781,1.85963,0.11178,0.44536,0.67699,2,2,2,3.44778,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Mus musculus GN=Ndufs3 PE=1 SV=2"
Q9WTX5,0.95746,0,0.85586,0,0.95746,2,2,2,0.77243,S-phase kinase-associated protein 1 OS=Mus musculus GN=Skp1 PE=1 SV=3
Q3UMT1,0.50776,-1,0.96198,-1,0.75466,14,14,26,0.70138,Protein phosphatase 1 regulatory subunit 12C OS=Mus musculus GN=Ppp1r12c PE=1 SV=1
O70494,0.46374,0.1761,0.91908,0.36644,0.60451,25,25,59,0.67975,Transcription factor Sp3 OS=Mus musculus GN=Sp3 PE=1 SV=2
Q9D6J6,0.57559,0.12003,1.3297,0.03662,0.60495,2,2,3,0.83509,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus GN=Ndufv2 PE=1 SV=2"
Q9CPW5,0.77916,0.05979,0.82581,0.3554,0.75992,3,3,6,0.90033,Translocon-associated protein subunit beta OS=Mus musculus GN=Ssr2 PE=1 SV=1
P62751,2.8871,0.42243,0.33058,0.05986,2.91582,5,5,9,2.54977,60S ribosomal protein L23a OS=Mus musculus GN=Rpl23a PE=1 SV=1
B1AR13,0.78398,-1,0.71274,-1,0.78398,1,1,1,1.23564,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus GN=Cisd3 PE=1 SV=1"
Q8VE97,0.40822,0.1945,0.81925,0.2815,0.6315,20,20,41,0.8597,Serine/arginine-rich splicing factor 4 OS=Mus musculus GN=Srsf4 PE=2 SV=1
Q9CR86,0.46441,-1,1.19956,-1,0.46441,1,1,1,0.58763,Calcium-regulated heat stable protein 1 OS=Mus musculus GN=Carhsp1 PE=1 SV=1
A2AJT4,0.43716,-1,0.64988,-1,0.64044,8,8,14,0.88953,Arginine/serine-rich protein PNISR OS=Mus musculus GN=Pnisr PE=2 SV=1
Q8K305,0.43599,0.15762,0.77501,0.45666,0.57428,4,4,6,0.7002,Kinetochore-associated protein NSL1 homolog OS=Mus musculus GN=Nsl1 PE=2 SV=1
