PLINE,LOCUS,AVERAGE_RATIO,AVERAGE_RATIO_REV,STANDARD_DEVIATION,STANDARD_DEVIATION_REV,COMPOSITE_RATIO,COMPOSITE_RATIO_STANDARD_DEVIATION,WEIGHTED_AVERAGE,LOG_INV_AVERAGE,LOG_INV_AVERAGE_REV,PEPTIDE_NUM,TOTAL_PEPTIDE_NUM,SPEC_COUNT,AREA_RATIO,DESCRIPTION
P,Q99PV0,0.59858,0.87972,NA,NA,0.858,1.49156,0.75273,0.59858,0.87972,384,384,868,0.960723741,Pre-mRNA-processing-splicing factor 8 OS=Mus musculus OX=10090 GN=Prpf8 PE=1 SV=2 
P,Q3TWV4,0.58489,0.56963,NA,NA,1.07584,2.14684,0.90514,0.58489,0.56963,61,61,190,2.157583907,AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1 
P,E9Q3V6,0.68756,0.76441,NA,NA,0.98021,1.43337,0.86686,0.68756,0.76441,88,88,243,1.150193505,Septin-2 OS=Mus musculus OX=10090 GN=Sept2 PE=1 SV=1 
P,P62281,0.46611,0.39534,NA,NA,1.09376,1.95823,0.94964,0.46611,0.39534,37,37,93,1.744366594,40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3 
P,P0DP27,0.61984,0.66959,0.3419,0.24675,0.96852,1.12581,0.97465,0.61984,0.66959,19,19,32,0.974615725,Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1 
P,P0DP26,0.61984,0.66959,0.3419,0.24675,0.96852,1.12581,0.97465,0.61984,0.66959,19,19,32,0.974615725,Calmodulin-1 OS=Mus musculus OX=10090 GN=Calm1 PE=1 SV=1 
P,Q3UKW2,0.61984,0.66959,0.3419,0.24675,0.96852,1.12581,0.97465,0.61984,0.66959,19,19,32,0.974615725,Calmodulin-1 OS=Mus musculus OX=10090 GN=Calm1 PE=1 SV=1 
P,P0DP28,0.61984,0.66959,0.3419,0.24675,0.96852,1.12581,0.97465,0.61984,0.66959,19,19,32,0.974615725,Calmodulin-3 OS=Mus musculus OX=10090 GN=Calm3 PE=1 SV=1 
P,F6R3V4,0.6786,0.6492,NA,NA,1.03442,1.42411,0.91366,0.6786,0.6492,179,179,486,1.103638664,Treacle protein OS=Mus musculus OX=10090 GN=Tcof1 PE=1 SV=1 
P,A0A2I3BR78,0.74315,0.79618,NA,NA,0.91701,1.64905,0.83474,0.74315,0.79618,70,70,140,1.369436362,Exosome complex exonuclease RRP44 OS=Mus musculus OX=10090 GN=Dis3 PE=1 SV=1 
P,S4R1T7,0.54141,0.47514,NA,NA,1.12644,1.50686,0.9019,0.54141,0.47514,244,244,1395,1.229092992,Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1 
P,Q9DBZ5,0.79297,0.63898,1.52664,0.24994,0.99169,1.5574,1.58666,0.79297,0.63898,17,17,30,1.244236068,Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus OX=10090 GN=Eif3k PE=1 SV=1 
P,Q64433,0.67206,0.50282,0.18995,0.14964,1.14215,1.22207,0.78423,0.67206,0.50282,24,24,108,1.245340816,"10 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspe1 PE=1 SV=2 "
P,Q9DBE9,0.74849,0.65271,0.27271,0.25086,1.08983,1.24134,0.92808,0.74849,0.65271,105,105,254,1.111339742,pre-rRNA processing protein FTSJ3 OS=Mus musculus OX=10090 GN=Ftsj3 PE=1 SV=1 
P,O70194,0.76581,0.73393,NA,NA,0.99808,1.25497,0.90872,0.76581,0.73393,69,69,146,1.053833456,Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2 
P,Q8K4F6,0.64289,0.78157,NA,NA,0.92377,1.72863,0.82082,0.64289,0.78157,34,34,71,0.891369831,Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus OX=10090 GN=Nsun5 PE=2 SV=2 
P,P62874,0.54277,0.58396,NA,NA,0.96342,1.32944,0.83684,0.54277,0.58396,76,76,222,1.076714188,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus OX=10090 GN=Gnb1 PE=1 SV=3 
P,E9QKR0,0.52385,0.56838,NA,NA,0.96755,1.19925,0.86942,0.52385,0.56838,84,84,233,0.994224149,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=1 
P,P62880,0.52385,0.56838,�,�,0.96755,1.19925,0.86942,0.52385,0.56838,84,84,233,0.994224149,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=3 
P,A0A1D5RLW5,0.5435,0.72467,NA,NA,0.8758,1.74679,0.65656,0.5435,0.72467,53,53,121,0.907829175,60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1 
P,P62717,0.5435,0.72467,�,�,0.8758,1.74679,0.65656,0.5435,0.72467,53,53,121,0.907829175,60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1 
P,A0A1L1STV8,0.48649,0.54741,NA,NA,0.88587,1.30962,0.84473,0.48649,0.54741,29,29,88,1.034874022,Pyruvate kinase PKM (Fragment) OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=1 
P,A0A1L1SSN6,0.48649,0.54741,�,�,0.88587,1.30962,0.84473,0.48649,0.54741,29,29,88,1.034874022,Pyruvate kinase PKM (Fragment) OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=1 
P,A0A087WSU5,0.50966,0.54625,0.27616,0.41958,0.94957,1.34618,0.78699,0.50966,0.54625,28,28,76,1.076850842,Nucleolar protein 58 (Fragment) OS=Mus musculus OX=10090 GN=Nop58 PE=1 SV=1 
P,A0A1L1SQA8,0.22512,0.19777,NA,NA,0.99447,1.32742,0.76307,0.22512,0.19777,21,21,72,1.103092029,40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1 
P,P62852,0.22512,0.19777,�,�,0.99447,1.32742,0.76307,0.22512,0.19777,21,21,72,1.103092029,40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1 
P,A0A0U1RNQ6,0.39289,0.52219,NA,NA,1.06302,1.50376,0.65363,0.39289,0.52219,17,17,36,1.206298096,"Elongation factor Tu, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Tufm PE=1 SV=1 "
P,A2A6Q5,0.64112,0.77843,NA,NA,0.85789,1.56229,0.82556,0.64112,0.77843,63,63,107,1.020274388,Cell division cycle protein 27 homolog OS=Mus musculus OX=10090 GN=Cdc27 PE=1 SV=1 
P,Q9DBG6,0.53263,0.65762,0.28689,0.35777,0.92878,1.29149,0.82159,0.53263,0.65762,63,63,146,0.979783572,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus OX=10090 GN=Rpn2 PE=1 SV=1 
P,D3Z6I7,0.55344,0.47719,NA,NA,1.14198,1.50707,0.90103,0.55344,0.47719,250,250,1424,1.245518981,Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1 
P,P62702,0.71209,0.69529,NA,NA,0.99392,1.5463,0.91026,0.71209,0.69529,99,99,341,1.370417669,"40S ribosomal protein S4, X isoform OS=Mus musculus OX=10090 GN=Rps4x PE=1 SV=2 "
P,Q8BXF2,0.70805,0.78217,NA,NA,0.87938,1.78471,0.73954,0.70805,0.78217,46,46,161,1.310067846,Myosin-10 OS=Mus musculus OX=10090 GN=Myh10 PE=1 SV=1 
P,I7HLV2,0.5592,0.55879,NA,NA,1.10002,1.3622,0.90773,0.5592,0.55879,67,67,244,1.08222646,60S ribosomal protein L10 (Fragment) OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=1 
P,A0A087WPQ5,0.3647,0.47632,0.10073,0.11267,0.87301,1.06987,0.42341,0.3647,0.47632,9,9,15,0.877606108,Predicted gene 28285 (Fragment) OS=Mus musculus OX=10090 GN=Gm28285 PE=4 SV=1 
P,A0A087WNP3,0.3647,0.47632,0.10073,0.11267,0.87301,1.06987,0.42341,0.3647,0.47632,9,9,15,0.877606108,Matrin-3 (Fragment) OS=Mus musculus OX=10090 GN=Matr3 PE=4 SV=1 
P,A0A087WPU5,0.3647,0.47632,0.10073,0.11267,0.87301,1.06987,0.42341,0.3647,0.47632,9,9,15,0.877606108,Predicted gene 28285 (Fragment) OS=Mus musculus OX=10090 GN=Gm28285 PE=4 SV=6 
P,Q61598,0.56434,0.77512,0.24562,0.27699,0.9214,1.32428,0.76843,0.56434,0.77512,70,70,153,0.978530753,Rab GDP dissociation inhibitor beta OS=Mus musculus OX=10090 GN=Gdi2 PE=1 SV=1 
P,Q9CPP0,0.97261,0.96779,0.19976,0.14152,0.98046,1.16016,0.99278,0.97261,0.96779,22,22,69,1.043516744,Nucleoplasmin-3 OS=Mus musculus OX=10090 GN=Npm3 PE=1 SV=3 
P,Q8VIJ6,0.59168,0.57892,NA,NA,1.02482,1.37071,0.86054,0.59168,0.57892,294,294,1393,1.15904146,"Splicing factor, proline- and glutamine-rich OS=Mus musculus OX=10090 GN=Sfpq PE=1 SV=1 "
P,B7ZCL7,0.7223,0.76696,NA,NA,0.95161,1.25596,0.80058,0.7223,0.76696,40,40,114,0.969430799,H/ACA ribonucleoprotein complex subunit DKC1 (Fragment) OS=Mus musculus OX=10090 GN=Dkc1 PE=1 SV=1 
P,Q6ZWV3,0.56639,0.56299,NA,NA,1.10002,1.36087,0.90635,0.56639,0.56299,69,69,251,1.090964367,60S ribosomal protein L10 OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=3 
P,A0A338P781,0.51984,0.64553,0.29518,0.35354,0.95954,1.18222,0.81999,0.51984,0.64553,12,12,20,0.948423045,Mitogen-activated protein kinase 1 (Fragment) OS=Mus musculus OX=10090 GN=Mapk1 PE=1 SV=1 
P,D3YVC6,0.54728,0.59401,NA,NA,1.0544,1.32386,0.63017,0.54728,0.59401,46,46,176,1.07865014,High mobility group protein B1 (Fragment) OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=1 
P,Q64727,0.49602,0.63093,NA,NA,0.9111,1.37994,0.78103,0.49602,0.63093,158,158,390,1.019153211,Vinculin OS=Mus musculus OX=10090 GN=Vcl PE=1 SV=4 
P,P25206,0.55231,0.74114,NA,NA,0.85467,1.25207,0.73841,0.55231,0.74114,130,130,309,0.872531654,DNA replication licensing factor MCM3 OS=Mus musculus OX=10090 GN=Mcm3 PE=1 SV=2 
P,A0A0J9YTY0,0.48378,0.47085,NA,NA,1.01342,1.57748,0.76277,0.48378,0.47085,136,136,417,1.136992065,Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=1 
P,Q8C1B7,0.48378,0.47085,�,�,1.01342,1.57748,0.76277,0.48378,0.47085,136,136,417,1.136992065,Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=4 
P,A0A0J9YUL3,0.48378,0.47085,�,�,1.01342,1.57748,0.76277,0.48378,0.47085,136,136,417,1.136992065,"Septin 11, isoform CRA_b OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=1 "
P,P63085,0.58058,0.69769,NA,NA,0.99682,1.64773,0.85711,0.58058,0.69769,44,44,86,1.239264749,Mitogen-activated protein kinase 1 OS=Mus musculus OX=10090 GN=Mapk1 PE=1 SV=3 
P,P97351,0.65386,0.60315,NA,NA,1.02168,1.99116,1.00382,0.65386,0.60315,76,76,223,1.060706684,40S ribosomal protein S3a OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3 
P,A0A0G2JFU3,0.46194,0.46036,0.4773,0.3205,0.93602,1.13656,1.08265,0.46194,0.46036,12,12,16,1.013883329,Huntingtin-interacting protein 1-related protein (Fragment) OS=Mus musculus OX=10090 GN=Hip1r PE=1 SV=1 
P,A0A087WRV7,0.59817,0.91603,0.16667,0.28286,0.82602,1.30466,0.66615,0.59817,0.91603,17,17,31,0.88499588,Retinoblastoma-binding protein 5 (Fragment) OS=Mus musculus OX=10090 GN=Rbbp5 PE=1 SV=1 
P,E0CXU3,0.82165,0.75861,0.39587,0.17785,1.07874,1.22312,1.0734,0.82165,0.75861,8,8,21,1.000080959,MKI67 FHA domain-interacting nucleolar phosphoprotein (Fragment) OS=Mus musculus OX=10090 GN=Nifk PE=1 SV=1 
P,A0A0J9YTZ7,0.70168,0.8068,NA,NA,0.69882,1.59673,0.88118,0.70168,0.8068,7,7,12,0.651587156,Heat shock protein 105 kDa (Fragment) OS=Mus musculus OX=10090 GN=Hsph1 PE=1 SV=1 
P,G3XA76,0.54216,0.56933,NA,NA,0.98053,1.79624,0.69653,0.54216,0.56933,33,33,68,1.293127883,Heterogeneous nuclear ribonucleoprotein Q (Fragment) OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=1 
P,A0A140LII7,0.76992,1.11633,0.03076,0.0445,0.88949,1.03795,0.77038,0.76992,1.11633,4,4,4,0.889953662,"Cysteine--tRNA ligase, cytoplasmic (Fragment) OS=Mus musculus OX=10090 GN=Cars PE=1 SV=1 "
P,Q5SV64,0.56904,0.60486,NA,NA,0.98224,1.57112,0.83676,0.56904,0.60486,425,425,1142,1.255493394,Myosin-10 OS=Mus musculus OX=10090 GN=Myh10 PE=1 SV=1 
P,Q921F4,0.60404,0.8679,NA,NA,0.88463,1.4329,0.70793,0.60404,0.8679,79,79,266,0.884212518,Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 GN=Hnrnpll PE=1 SV=3 
P,F8WGT2,0.54959,0.856,NA,NA,0.75826,1.7977,0.65075,0.54959,0.856,39,39,63,0.884066304,Transmembrane protein 209 OS=Mus musculus OX=10090 GN=Tmem209 PE=1 SV=1 
P,Q9R1P4,0.5482,0.49878,NA,NA,1.03899,1.36208,0.94232,0.5482,0.49878,22,22,38,1.193659429,Proteasome subunit alpha type-1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1 
P,A2ATJ2,0.74856,1.0342,0.1254,0.13382,0.86476,1.11975,0.80072,0.74856,1.0342,19,19,53,0.865323147,Nucleoporin NUP35 (Fragment) OS=Mus musculus OX=10090 GN=Nup35 PE=1 SV=1 
P,Q9D7M8,0.82992,0.85861,0.23259,0.22554,1.01414,1.31082,0.88123,0.82992,0.85861,19,19,33,1.011188918,DNA-directed RNA polymerase II subunit RPB4 OS=Mus musculus OX=10090 GN=Polr2d PE=1 SV=2 
P,O54941,0.40474,0.49252,NA,NA,1.02734,1.49333,0.81421,0.40474,0.49252,65,65,153,0.997801503,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Mus musculus OX=10090 GN=Smarce1 PE=1 SV=1 
P,G5E8R0,0.51201,0.51192,NA,NA,1.02004,2.11845,0.8227,0.51201,0.51192,180,180,520,2.049574564,"Tropomyosin 1, alpha, isoform CRA_i OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1 "
P,E9Q455,0.51201,0.51192,�,�,1.02004,2.11845,0.8227,0.51201,0.51192,180,180,520,2.049574564,Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1 
P,A3KGU4,0.6132,0.71497,NA,NA,0.8576,2.87722,0.81768,0.6132,0.71497,20,20,26,1.97613297,"Spectrin alpha chain, non-erythrocytic 1 (Fragment) OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=2 "
P,Q9CQL1,0.45231,0.58101,NA,NA,0.89129,1.20276,0.89297,0.45231,0.58101,18,18,74,0.866257606,Protein mago nashi homolog 2 OS=Mus musculus OX=10090 GN=Magohb PE=2 SV=1 
P,P61327,0.45231,0.58101,�,�,0.89129,1.20276,0.89297,0.45231,0.58101,18,18,74,0.866257606,Protein mago nashi homolog OS=Mus musculus OX=10090 GN=Magoh PE=2 SV=1 
P,A0A023T778,0.45231,0.58101,�,�,0.89129,1.20276,0.89297,0.45231,0.58101,18,18,74,0.866257606,Mago nashi protein OS=Mus musculus OX=10090 GN=Magohb PE=1 SV=1 
P,A2A6G6,0.71594,0.86015,0.19066,0.27791,0.88349,1.18995,0.7979,0.71594,0.86015,23,23,52,0.941642438,LIM and SH3 domain protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1 
P,E9PUV4,0.75274,0.61482,0.18573,0.1897,1.16298,1.24643,0.84523,0.75274,0.61482,15,15,76,1.1511364,S-phase kinase-associated protein 1A (Fragment) OS=Mus musculus OX=10090 GN=Skp1a PE=1 SV=1 
P,F8WI31,0.63304,0.79313,NA,NA,0.87463,1.47738,0.91991,0.63304,0.79313,55,55,118,1.034684146,Pleiotropic regulator 1 OS=Mus musculus OX=10090 GN=Plrg1 PE=1 SV=1 
P,A2AU62,0.45624,0.69062,NA,NA,0.82099,1.20659,0.6442,0.45624,0.69062,50,50,116,0.870106486,RNA-binding protein Raly (Fragment) OS=Mus musculus OX=10090 GN=Raly PE=1 SV=1 
P,Q64012,0.45624,0.69062,�,�,0.82099,1.20659,0.6442,0.45624,0.69062,50,50,116,0.870106486,RNA-binding protein Raly OS=Mus musculus OX=10090 GN=Raly PE=1 SV=3 
P,D3Z5H6,0.7264,0.80236,NA,NA,1.01703,2.18449,1.03141,0.7264,0.80236,11,11,17,0.890959913,Transcription initiation factor TFIID subunit 6 (Fragment) OS=Mus musculus OX=10090 GN=Taf6 PE=1 SV=1 
P,D3Z0B4,0.40215,0.84376,0.23795,0.36266,0.74516,1.53111,0.63951,0.40215,0.84376,37,37,137,0.761296094,Delta-1-pyrroline-5-carboxylate synthase (Fragment) OS=Mus musculus OX=10090 GN=Aldh18a1 PE=1 SV=2 
P,Q791N7,0.9245,0.96156,0.04283,0.0616,0.94598,1.07006,0.93068,0.9245,0.96156,7,7,11,0.939146708,DNA-directed RNA polymerase I subunit RPA12 OS=Mus musculus OX=10090 GN=Znrd1 PE=1 SV=1 
P,Q6P5D8,0.60269,0.76345,NA,NA,0.88537,1.71771,0.78172,0.60269,0.76345,225,225,543,1.578917226,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Mus musculus OX=10090 GN=Smchd1 PE=1 SV=2 
P,contaminant_INT-STD1,0.6048,0.74401,NA,NA,0.92513,1.46083,0.7612,0.6048,0.74401,106,106,342,0.961220455,BSA 
P,D3Z6I8,0.41374,0.49934,NA,NA,1.00476,1.43299,0.75732,0.41374,0.49934,155,155,372,1.114487502,Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1 
P,D3Z6R9,0.69503,0.97741,0.08161,0.21291,0.88615,1.10716,0.71307,0.69503,0.97741,17,17,39,0.880892151,DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Mus musculus OX=10090 GN=Apex1 PE=1 SV=2 
P,D3Z124,0.69503,0.97741,0.08161,0.21291,0.88615,1.10716,0.71307,0.69503,0.97741,17,17,39,0.880892151,DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Mus musculus OX=10090 GN=Apex1 PE=1 SV=1 
P,A2A701,0.62872,0.72122,0.13941,0.18637,0.99074,1.11484,0.71508,0.62872,0.72122,15,15,20,0.979762092,Eukaryotic translation initiation factor 3 subunit M (Fragment) OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1 
P,D3YTN1,0.71454,1.19727,0.04319,0.08191,0.74363,1.14774,0.71948,0.71454,1.19727,5,5,13,0.768666855,Importin subunit alpha-3 (Fragment) OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=8 
P,Reverse_tr|A0A0N4SW20|A0A0N4SW20_MOUSE,1.02423,0.95919,NA,NA,1.03166,1,1.02423,1.02423,0.95919,1,1,1,1.031661193,DNA replication licensing factor MCM2 (Fragment) OS=Mus musculus OX=10090 GN=Mcm2 PE=4 SV=1 
P,P17426,0.76154,0.61077,NA,NA,1.12296,1.79269,1.23412,0.76154,0.61077,117,117,279,2.048708091,AP-2 complex subunit alpha-1 OS=Mus musculus OX=10090 GN=Ap2a1 PE=1 SV=1 
P,Q61316,0.6324,0.705,NA,NA,0.92228,1.2889,0.84117,0.6324,0.705,91,91,207,0.983056291,Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1 
P,Q921F2,0.60634,0.6197,NA,NA,0.99109,1.24311,0.84559,0.60634,0.6197,171,171,611,1.05727941,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 
P,Q8CCK9,0.43998,0.70296,0.37111,0.63716,1.07212,2.05041,0.85862,0.43998,0.70296,15,15,28,0.953715131,Ribosomal oxygenase 2 OS=Mus musculus OX=10090 GN=Riox2 PE=1 SV=1 
P,A2AN99,0.83327,0.81004,0.8449,0.3369,1.00878,1.41136,1.11442,0.83327,0.81004,8,8,14,1.157719091,Protein transport protein SEC23 (Fragment) OS=Mus musculus OX=10090 GN=Sec23b PE=1 SV=1 
P,E9Q9M6,0.83523,0.57037,0.1716,0.11178,1.24239,1.14456,0.87671,0.83523,0.57037,10,10,14,1.249625436,Phosphotransferase (Fragment) OS=Mus musculus OX=10090 GN=Hk2 PE=1 SV=1 
P,Q3UHU8,0.7977,0.74689,NA,NA,1.01209,1.4893,0.97566,0.7977,0.74689,159,159,372,1.093719026,General transcription factor II-I OS=Mus musculus OX=10090 GN=Gtf2i PE=1 SV=1 
P,P11499,0.66777,0.68141,NA,NA,0.93263,1.95603,0.94506,0.66777,0.68141,161,161,417,2.115954021,Heat shock protein HSP 90-beta OS=Mus musculus OX=10090 GN=Hsp90ab1 PE=1 SV=3 
P,Q8BIQ5,0.806,0.79689,NA,NA,1.04229,1.19491,0.92661,0.806,0.79689,85,85,262,1.074996528,Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2 PE=1 SV=2 
P,A0A087WRE9,0.61624,0.56637,NA,NA,0.98944,1.45777,0.94407,0.61624,0.56637,25,25,48,1.255263887,E3 ubiquitin-protein ligase RING2 OS=Mus musculus OX=10090 GN=Rnf2 PE=1 SV=1 
P,P34884,0.47401,0.98131,0.25257,0.32229,0.68356,1.24911,0.70414,0.47401,0.98131,10,10,23,0.682418518,Macrophage migration inhibitory factor OS=Mus musculus OX=10090 GN=Mif PE=1 SV=2 
P,Q62167,0.68108,0.68139,NA,NA,0.95899,1.42913,0.95053,0.68108,0.68139,139,139,416,1.038455273,ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3 
P,Q810D6,0.96011,0.71,NA,NA,1.05049,1.25675,1.03215,0.96011,0.71,46,46,117,1.086478593,Glutamate-rich WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Grwd1 PE=1 SV=2 
P,A0A0G2JFK7,0.51173,0.53529,NA,NA,0.88228,1.4657,0.59618,0.51173,0.53529,19,19,50,0.976141093,Actin-related protein 2/3 complex subunit 3 (Fragment) OS=Mus musculus OX=10090 GN=Arpc3 PE=1 SV=1 
P,Q9D8C6,0.85149,0.7913,0.26503,0.11482,1.13858,1.28132,1.00867,0.85149,0.7913,15,15,28,1.131621192,Mediator of RNA polymerase II transcription subunit 11 OS=Mus musculus OX=10090 GN=Med11 PE=1 SV=1 
P,A0A0N4SVP8,0.54906,0.67274,NA,NA,0.90043,1.39512,0.793,0.54906,0.67274,121,121,351,0.985837736,Predicted pseudogene 5580 OS=Mus musculus OX=10090 GN=Gm5580 PE=3 SV=1 
P,F6QJP7,0.78589,0.88915,NA,NA,0.8989,2.06315,0.77676,0.78589,0.88915,46,46,118,2.982950361,Zinc finger RNA-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Zfr PE=1 SV=1 
P,A0A1L1SRV0,0.41736,0.69407,NA,NA,0.80901,1.11859,0.64717,0.41736,0.69407,27,27,58,0.804167589,Calponin OS=Mus musculus OX=10090 GN=Cnn1 PE=1 SV=1 
P,A0A3B2W824,0.55585,0.54235,NA,NA,1.05723,1.36621,0.80725,0.55585,0.54235,59,59,170,1.185835201,60S ribosomal protein L10a (Fragment) OS=Mus musculus OX=10090 GN=Rpl10a PE=4 SV=1 
P,A0A2R8W6V7,0.76072,0.71666,NA,NA,0.92089,1.41346,0.85069,0.76072,0.71666,53,53,166,1.052351116,Myosin-9 (Fragment) OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=1 
P,D3Z2H3,0.65947,0.68109,0.34185,0.24551,0.91174,1.12979,0.96151,0.65947,0.68109,14,14,26,0.930207298,Cullin-1 (Fragment) OS=Mus musculus OX=10090 GN=Cul1 PE=1 SV=1 
P,Q8VDP4,0.82094,0.82408,NA,NA,1.00472,1.40241,0.89659,0.82094,0.82408,84,84,251,1.004464738,Cell cycle and apoptosis regulator protein 2 OS=Mus musculus OX=10090 GN=Ccar2 PE=1 SV=2 
P,Q08288,0.46909,0.59611,NA,NA,0.98,2.12523,0.84027,0.46909,0.59611,96,96,201,1.22030978,Cell growth-regulating nucleolar protein OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=2 
P,Q9CX86,0.67898,0.64627,NA,NA,0.95969,1.46512,0.88559,0.67898,0.64627,128,128,484,1.183455618,Heterogeneous nuclear ribonucleoprotein A0 OS=Mus musculus OX=10090 GN=Hnrnpa0 PE=1 SV=1 
P,G3UWS5,0.70209,0.69303,0.33357,0.2669,0.89487,1.12276,0.98463,0.70209,0.69303,24,24,70,0.909815029,Polyadenylate-binding protein 2 OS=Mus musculus OX=10090 GN=Pabpn1 PE=4 SV=1 
P,D3Z055,0.70209,0.69303,0.33357,0.2669,0.89487,1.12276,0.98463,0.70209,0.69303,24,24,70,0.909815029,Polyadenylate-binding protein 2 OS=Mus musculus OX=10090 GN=Pabpn1 PE=4 SV=1 
P,P45591,0.56693,0.44939,NA,NA,1.21917,1.1807,0.92589,0.56693,0.44939,38,38,124,1.249768698,Cofilin-2 OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1 
P,A0A1B0GRR3,0.62658,0.4959,NA,NA,1.15941,2.10469,0.95592,0.62658,0.4959,29,29,68,1.960323673,40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=1 
P,Q8CIB5,0.74961,0.69213,0.28189,0.2665,1.02996,1.27968,0.94758,0.74961,0.69213,56,56,104,1.086038067,Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1 
P,A0A338P6B4,0.70407,0.94517,0.13472,0.1316,0.88244,1.19974,0.74434,0.70407,0.94517,12,12,30,0.868034884,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Mus musculus OX=10090 GN=Polr2h PE=1 SV=1 "
P,Q923G2,0.70407,0.94517,0.13472,0.1316,0.88244,1.19974,0.74434,0.70407,0.94517,12,12,30,0.868034884,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Mus musculus OX=10090 GN=Polr2h PE=1 SV=3 "
P,A0A338P6I2,0.70407,0.94517,0.13472,0.1316,0.88244,1.19974,0.74434,0.70407,0.94517,12,12,30,0.868034884,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Mus musculus OX=10090 GN=Polr2h PE=1 SV=1 "
P,A2AU60,0.46065,0.79867,NA,NA,0.79308,1.55309,0.65969,0.46065,0.79867,33,33,85,0.782109101,RNA-binding protein Raly (Fragment) OS=Mus musculus OX=10090 GN=Raly PE=1 SV=1 
